Country,Impact,Source,BEEF,PORK,EGGS,POUM,ANIMP,DAIR,SGMP,SWHE,SOYA,PULS,OFRU,MAIZ,RICE
IR000000,GHG emissions,N2OAPL,0.353393763,0.105579834,0.116369217,0.093306538,0.089620523,0.05138023,0.768838393,,,,,,
IR000000,GHG emissions,N2OGRC,1.726361246,0.029034732,0.027895323,0.021322329,0.22073412,0.065930648,0.737997002,,,,,,
IR000000,GHG emissions,N2OSYN,1.847455084,0.220040484,0.223460388,0.183449141,0.27752011,0.098226205,1.437449329,,,,,,
IR000000,GHG emissions,N2OHIL,0.023640861,0.02278371,0.01089509,0.018162816,0.004784835,0.001021148,0.051765248,,,,,,
IR000000,GHG emissions,N2OLEL,0.515037715,0.050519213,0.028847393,0.033343262,0.073839176,0.022813277,0.515033917,,,,,,
IR000000,GHG emissions,N2OCRL,0.788454373,0.091393681,0.061903909,0.070390891,0.119998912,0.043303767,0.692372862,,,,,,
IR000000,GHG emissions,N2OAML,0.279874932,0.091418665,0.065692026,0.051778053,0.047555815,0.019266492,0.136737461,,,,,,
IR000000,GHG emissions,N2OPRL,0.595463341,0.135483992,0.131106316,0.114888222,0.093428195,0.031458721,0.499415378,,,,,,
IR000000,GHG emissions,N2OBUL,0.002614779,0.002785952,0.000537653,0.002103472,0.000525043,9.83E-05,0.005828923,,,,,,
IR000000,GHG emissions,N2OSOL,0.078596172,0.089428387,0.028092537,0.069643322,0.016516664,0.003244925,0.183277149,,,,,,
IR000000,GHG emissions,CH4EN2,10.12186121,0.158915027,,,1.477400744,0.493030328,13.31318185,,,,,,
IR000000,GHG emissions,CH4MA2,0.755657328,0.693991291,0.060277363,0.046021735,0.152939232,0.066305955,0.316188069,,,,,,
IR000000,GHG emissions,CH4BUL,0.004151179,0.004398667,0.000809368,0.003315188,0.000830976,0.000153582,0.00935528,,,,,,
IR000000,GHG emissions,CO2PRL,0.652233379,0.143527855,0.137255262,0.121500763,0.102404665,0.034877033,0.548526507,,,,,,
IR000000,GHG emissions,CO2FTR,0.325226909,0.394578728,0.190198878,0.293687256,0.07310415,0.020125339,0.547703564,,,,,,
IR000000,GHG emissions,CO2FPR,0.068127724,0.069068318,0.112934212,0.172118068,0.016899446,0.002943885,0.158562515,,,,,,
IR000000,GHG emissions,CO2SEL,0.020921457,0.019221891,0.020727231,0.016763849,0.005725206,0.002764586,0.034884743,,,,,,
IR000000,GHG emissions,CO2PPL,0.008785751,0.005480422,0.004287988,0.004428611,0.001674846,0.000550004,0.010374318,,,,,,
IR000000,GHG emissions,CO2BIL,0.948512933,1.003153468,0.178993823,0.754654643,0.189557871,0.03514863,2.11929909,,,,,,
IR000000,GHG emissions,CO2SOL,0.784315285,0.893839986,0.282670289,0.696605492,0.164981587,0.032438598,1.830346422,,,,,,
IR000000,GHG emissions,CO2SQL,-1.25654853,1.169450332,0.888664476,0.959357522,-0.047536386,-0.004971544,0.388054572,,,,,,
IR000000,GHG emissions,CO2HIL,0.158611477,0.15796388,0.064012016,0.123559814,0.03213696,0.006783879,0.341396696,,,,,,
IR000000,GHG emissions,CO2DIC,0.543709945,0.124058116,0.106342501,0.103383847,0.07820446,0.02155145,0.364895677,,,,,,
IR000000,GHG emissions,CO2OFC,0.01478266,0.027009658,0.036397116,0.024705753,0.004707929,0.001946521,0.006488579,,,,,,
IR000000,GHG emissions,CO2ELC,0.017002475,0.028161055,0.037760157,0.025724031,0.005139306,0.002113893,0.008452488,,,,,,
IR000000,GHG emissions,CO2INC,0.31527151,0.073123157,0.065807808,0.06154649,0.052451101,0.019552999,0.31201676,,,,,,
IR000000,GHG emissions,CO2ELA,0.234055564,0.056972622,0.054457518,0.048701292,0.061561985,0.041912391,0.184846324,,,,,,
IR000000,GHG emissions,CO2INA,0.67546942,0.006973821,0.005986065,0.005864392,0.096182577,0.034747827,0.523159207,,,,,,
IT000000,GHG emissions,N2OMA2,0.867428255,0.375620627,0.14493478,0.143845751,0.137525191,0.044385201,0.186904234,,,,,,
IT000000,GHG emissions,N2OAPL,0.588098413,0.247746697,0.135488358,0.1896315,0.127571033,0.064384755,1.586718211,,,,,,
IT000000,GHG emissions,N2OGRC,0.186348434,0.028058789,0.013349149,0.020146555,0.027539285,0.014617177,0.615837973,,,,,,
IT000000,GHG emissions,N2OSYN,0.560735145,0.269254191,0.17965174,0.254560399,0.113787243,0.037439885,0.929221843,,,,,,
IT000000,GHG emissions,N2OHIL,0.051942336,0.028546918,0.008033924,0.026815387,0.01039393,0.003135324,0.067290903,,,,,,
IT000000,GHG emissions,N2OLEL,0.059990858,0.044746285,0.021996121,0.031578719,0.020599292,0.011837036,0.644386534,,,,,,
IT000000,GHG emissions,N2OCRL,0.454138274,0.205713491,0.090231554,0.155025483,0.089175709,0.035681652,1.007918536,,,,,,
IT000000,GHG emissions,N2OAML,0.434135442,0.200592633,0.062824605,0.100949584,0.072108476,0.022873995,0.230235096,,,,,,
IT000000,GHG emissions,N2OPRL,0.172480501,0.123794032,0.074947548,0.118899432,0.042042112,0.010705417,0.378904222,,,,,,
IT000000,GHG emissions,N2OBUL,0.009192979,0.00506493,0.000756128,0.002315976,0.001666646,0.000578755,0.012273559,,,,,,
IT000000,GHG emissions,N2OSOL,0.23243023,0.129910839,0.022953095,0.070774868,0.04334902,0.014713883,0.301578372,,,,,,
IT000000,GHG emissions,CH4EN2,6.544571456,0.189690597,,,0.816354963,0.513696349,17.1982602,,,,,,
IT000000,GHG emissions,CH4MA2,0.736653535,0.922300701,0.041745011,0.048596389,0.186027063,0.066143315,0.504651544,,,,,,
IT000000,GHG emissions,CH4BUL,0.016235053,0.00901469,0.001364158,0.004152458,0.002957433,0.001024977,0.021603546,,,,,,
IT000000,GHG emissions,CO2PRL,0.217595981,0.153221682,0.113358037,0.164406732,0.055486797,0.014534505,0.546113929,,,,,,
IT000000,GHG emissions,CO2FTR,0.843601127,0.481241077,0.141594501,0.277001512,0.159435187,0.049527235,0.952707399,,,,,,
IT000000,GHG emissions,CO2FPR,0.150699546,0.072202072,0.085968002,0.21326177,0.040115494,0.007752658,0.171713601,,,,,,
IT000000,GHG emissions,CO2SEL,0.055477028,0.026282306,0.009420661,0.016025544,0.011363013,0.005273623,0.099057426,,,,,,
IT000000,GHG emissions,CO2PPL,0.030699477,0.015684018,0.008007006,0.013251224,0.00650397,0.002458481,0.066960359,,,,,,
IT000000,GHG emissions,CO2BIL,3.521575693,1.930502177,0.275984928,0.864324877,0.634994064,0.221191874,4.710968586,,,,,,
IT000000,GHG emissions,CO2SOL,2.270216694,1.27320616,0.22787189,0.699612387,0.424791818,0.144077629,2.937967823,,,,,,
IT000000,GHG emissions,CO2SQL,2.087413951,1.94829602,0.839739699,1.545981088,0.528119309,0.103715075,-0.838233854,,,,,,
IT000000,GHG emissions,CO2HIL,0.438318723,0.229700821,0.048520732,0.163583017,0.081390507,0.026115626,0.597435209,,,,,,
IT000000,GHG emissions,CO2DIC,0.431471567,0.209405168,0.106119897,0.202176716,0.091184639,0.035283267,0.639603841,,,,,,
IT000000,GHG emissions,CO2OFC,0.045635579,0.028696104,0.021013311,0.026608426,0.010545386,0.003096263,0.011852429,,,,,,
IT000000,GHG emissions,CO2ELC,0.04756625,0.030023532,0.021768309,0.027640837,0.011023346,0.003274208,0.012155064,,,,,,
IT000000,GHG emissions,CO2INC,0.233060345,0.122507926,0.05944961,0.107426437,0.053159506,0.023234735,0.338382872,,,,,,
IT000000,GHG emissions,CO2OFA,,0.327248258,,,0.030846004,,,,,,,,
IT000000,GHG emissions,CO2ELA,0.182546266,0.076449809,0.043581809,0.063737827,0.053927336,0.039696665,0.235682795,,,,,,
IT000000,GHG emissions,CO2INA,0.658575815,0.099851626,0.121685681,0.181753217,0.099377274,0.039758892,1.982970411,,,,,,
NL000000,GHG emissions,N2OMA2,0.459354023,1.806711925,0.637545477,1.146686773,0.306684764,0.035774747,0.241248069,,,,,,
NL000000,GHG emissions,N2OAPL,1.15491274,0.128515384,0.112098158,0.122706451,0.157657508,0.124625389,3.063042225,,,,,,
NL000000,GHG emissions,N2OGRC,0.586963868,0.023314492,0.020349202,0.022901672,0.05037994,0.034920103,1.592979468,,,,,,
NL000000,GHG emissions,N2OSYN,0.607451893,0.195724314,0.193606953,0.201353594,0.095359563,0.050632643,1.528404273,,,,,,
NL000000,GHG emissions,N2OHIL,0.234933587,0.041750025,0.038065536,0.042450961,0.035137675,0.025220645,0.761178136,,,,,,
NL000000,GHG emissions,N2OLEL,0.229753438,0.058586942,0.0363297,0.04869686,0.031507375,0.018892755,0.428264134,,,,,,
NL000000,GHG emissions,N2OCRL,0.356586927,0.129385463,0.058058488,0.09742457,0.054200775,0.029499972,0.695297288,,,,,,
NL000000,GHG emissions,N2OAML,0.220566744,0.091785501,0.027574388,0.055731074,0.030368791,0.013581757,0.247570932,,,,,,
NL000000,GHG emissions,N2OPRL,0.224375819,0.115391494,0.100699662,0.112090582,0.042205061,0.018618575,0.437000812,,,,,,
NL000000,GHG emissions,N2OBUL,0.00847926,0.004427671,0.000595839,0.002772204,0.001413479,0.000710918,0.004659803,,,,,,
NL000000,GHG emissions,N2OSOL,0.235575798,0.128649561,0.028333403,0.085063572,0.040672193,0.019799349,0.129602306,,,,,,
NL000000,GHG emissions,CH4EN2,5.268233576,0.161112112,,,0.474525707,0.371130469,12.41336176,,,,,,
NL000000,GHG emissions,CH4MA2,0.714375601,0.700414283,0.011141311,0.016715971,0.150388263,0.06688024,0.294817342,,,,,,
NL000000,GHG emissions,CH4BUL,0.015106921,0.007988248,0.000943052,0.005003314,0.002527755,0.0012671,0.008337928,,,,,,
NL000000,GHG emissions,CO2PRL,0.230200289,0.123665132,0.103854251,0.117341564,0.043954353,0.019121375,0.417581263,,,,,,
NL000000,GHG emissions,CO2FTR,0.715915743,0.45905827,0.16975855,0.30902009,0.133788811,0.057270344,0.372476454,,,,,,
NL000000,GHG emissions,CO2FPR,0.139458571,0.314125643,0.074612156,0.738827836,0.077403114,0.009899707,0.066646572,,,,,,
NL000000,GHG emissions,CO2SEL,0.035035158,0.025298008,0.017458102,0.023250419,0.007811153,0.003169522,0.026053664,,,,,,
NL000000,GHG emissions,CO2PPL,0.014364547,0.008847835,0.004653323,0.007220355,0.002792113,0.001213269,0.014539335,,,,,,
NL000000,GHG emissions,CO2BIL,3.184106826,1.651262371,0.197847726,1.022991737,0.527683147,0.266706354,1.750929381,,,,,,
NL000000,GHG emissions,CO2SOL,2.266706724,1.245186548,0.279286542,0.82738038,0.392845633,0.190644832,1.247077628,,,,,,
NL000000,GHG emissions,CO2SQL,1.947820455,1.323274449,0.705163385,1.060531205,0.39399422,0.163762163,-0.165259032,,,,,,
NL000000,GHG emissions,CO2HIL,0.750921329,0.281127008,0.20282819,0.253588438,0.130521241,0.076591115,0.970535367,,,,,,
NL000000,GHG emissions,CO2DIC,0.327697908,0.147670577,0.088001531,0.124849449,0.054229981,0.025850404,0.398778171,,,,,,
NL000000,GHG emissions,CO2OFC,0.008558869,0.053181711,0.080065488,0.068028711,0.012551191,0.001137472,0.005544342,,,,,,
NL000000,GHG emissions,CO2ELC,0.010198204,0.055026183,0.082564071,0.070248939,0.01309829,0.001286583,0.008401491,,,,,,
NL000000,GHG emissions,CO2INC,0.216540379,0.081224527,0.05816164,0.073124086,0.034852348,0.018356797,0.367158457,,,,,,
NL000000,GHG emissions,CO2OFA,,0.696833521,,,0.07619776,,,,,,,,
NL000000,GHG emissions,CO2ELA,0.185196133,0.056499075,0.040384634,0.057007793,0.045898635,0.039000689,0.165158433,,,,,,
NL000000,GHG emissions,CO2INA,0.878328643,0.373729605,0.180542933,0.403185832,0.137618592,0.062254154,0.823472754,,,,,,
AT000000,GHG emissions,N2OMA2,0.567520083,0.32033342,0.069730823,0.125338853,0.107401425,0.038140404,0.353363046,,,,,,
AT000000,GHG emissions,N2OAPL,0.656859245,0.201939457,0.099311276,0.143832591,0.104602632,0.045552487,0.455887368,,,,,,
AT000000,GHG emissions,N2OGRC,0.788058806,0.018686535,0.008194853,0.013798588,0.071438597,0.030522822,0.443835376,,,,,,
AT000000,GHG emissions,N2OSYN,0.503927297,0.193576423,0.113482415,0.166854264,0.085665032,0.032507516,0.274572054,,,,,,
AT000000,GHG emissions,N2OHIL,0.015748465,0.011326928,0.005797479,0.012501323,0.004007865,0.001526607,0.012204778,,,,,,
AT000000,GHG emissions,N2OLEL,0.07830062,-0.007733467,-0.004908774,-0.007739894,0.004903572,0.002171733,0.084400961,,,,,,
AT000000,GHG emissions,N2OCRL,0.619612583,0.173390331,0.074136182,0.137548284,0.090243204,0.035340044,0.397382433,,,,,,
AT000000,GHG emissions,N2OAML,0.285449491,0.130574711,0.046564074,0.075999932,0.050139836,0.018480017,0.096657783,,,,,,
AT000000,GHG emissions,N2OPRL,0.075295259,0.068454363,0.053673309,0.081027305,0.02264657,0.00791192,0.049158603,,,,,,
AT000000,GHG emissions,N2OBUL,0.000901717,0.001055819,0.000152763,0.000764317,0.000286829,9.79E-05,0.001085425,,,,,,
AT000000,GHG emissions,N2OSOL,0.108328119,0.125239034,0.01462417,0.08729908,0.033721852,0.011343773,0.134324416,,,,,,
AT000000,GHG emissions,CH4EN2,8.910442671,0.184032604,,,0.928870927,0.513906195,6.413821396,,,,,,
AT000000,GHG emissions,CH4MA2,0.503075426,0.78610615,0.039275948,0.046538008,0.170110172,0.05271157,0.152328258,,,,,,
AT000000,GHG emissions,CH4BUL,0.00095585,0.001132166,0.000184841,0.000849606,0.000308804,0.000105713,0.001129587,,,,,,
AT000000,GHG emissions,CO2PRL,0.081432206,0.067302902,0.051979593,0.078534006,0.02296662,0.008210984,0.051788061,,,,,,
AT000000,GHG emissions,CO2FTR,0.155014901,0.219353575,0.078572783,0.162835475,0.058970084,0.020561869,0.136243067,,,,,,
AT000000,GHG emissions,CO2FPR,0.03820005,0.062161629,0.072907968,0.08500134,0.016843453,0.003362421,0.042644975,,,,,,
AT000000,GHG emissions,CO2SEL,0.037845474,0.032501502,0.013035936,0.023765756,0.010236533,0.003867892,0.027431726,,,,,,
AT000000,GHG emissions,CO2PPL,0.014391988,0.007934549,0.00324873,0.006204057,0.00292179,0.001091684,0.010250687,,,,,,
AT000000,GHG emissions,CO2BIL,0.266904986,0.314006283,0.045704373,0.228801229,0.085118675,0.028914691,0.319689689,,,,,,
AT000000,GHG emissions,CO2SOL,1.098244858,1.268865937,0.14734799,0.883865037,0.341700019,0.114979046,1.363528777,,,,,,
AT000000,GHG emissions,CO2SQL,-1.399192673,1.588403462,0.734695133,1.312084731,0.200680555,0.033045309,-1.039555058,,,,,,
AT000000,GHG emissions,CO2HIL,0.05667129,0.065395979,0.032185442,0.070374469,0.020178814,0.007618342,0.050896913,,,,,,
AT000000,GHG emissions,CO2DIC,0.523833577,0.198542661,0.093172326,0.164080329,0.086844803,0.032334088,0.337499454,,,,,,
AT000000,GHG emissions,CO2OFC,0.085821657,0.195602145,0.122221339,0.149810154,0.04803629,0.01473458,0.01975531,,,,,,
AT000000,GHG emissions,CO2ELC,0.094877935,0.202564898,0.12640754,0.155146237,0.050275589,0.015505369,0.024360091,,,,,,
AT000000,GHG emissions,CO2INC,0.685263662,0.198467306,0.101225298,0.156159879,0.101595163,0.039654566,0.411094169,,,,,,
AT000000,GHG emissions,CO2OFA,,0.708911942,,,0.089265149,,,,,,,,
AT000000,GHG emissions,CO2ELA,0.249706434,0.079046605,0.040928382,0.058622983,0.057236658,0.039771549,0.097859567,,,,,,
AT000000,GHG emissions,CO2INA,1.614076742,0.395339322,0.176792331,0.380497898,0.220101293,0.082894293,0.394698198,,,,,,
PT000000,GHG emissions,N2OMA2,0.84177294,0.302527496,0.103480597,0.163975988,0.117795952,0.03976071,0.351198254,,,,,,
PT000000,GHG emissions,N2OAPL,1.099966636,0.121701271,0.119774307,0.111469706,0.11435737,0.05339371,0.510511538,,,,,,
PT000000,GHG emissions,N2OGRC,1.051599426,0.03795045,0.037048459,0.035148819,0.112398553,0.069515876,1.595165596,,,,,,
PT000000,GHG emissions,N2OSYN,0.933365239,0.19359738,0.223124021,0.173974841,0.129754453,0.050468916,1.20485886,,,,,,
PT000000,GHG emissions,N2OHIL,0.050618693,0.02212138,0.01222054,0.016234285,0.008858424,0.002542337,0.066147971,,,,,,
PT000000,GHG emissions,N2OLEL,0.430012826,0.04576926,0.032918389,0.030077084,0.045702387,0.020350768,0.625604908,,,,,,
PT000000,GHG emissions,N2OCRL,0.692770455,0.156550219,0.107255861,0.143860665,0.093751424,0.03462311,0.779853107,,,,,,
PT000000,GHG emissions,N2OAML,0.494508074,0.149474619,0.072189184,0.104494184,0.068549418,0.023798368,0.319815733,,,,,,
PT000000,GHG emissions,N2OPRL,0.36110006,0.132162875,0.14593291,0.12956821,0.060905082,0.014158198,0.415949335,,,,,,
PT000000,GHG emissions,N2OBUL,0.012898176,0.004948634,0.001638698,0.004500213,0.002113881,0.000620176,0.014462,,,,,,
PT000000,GHG emissions,N2OSOL,0.327588866,0.127981394,0.046230062,0.115565898,0.054186945,0.015719477,0.360801875,,,,,,
PT000000,GHG emissions,CH4EN2,10.77114357,0.156894559,,,0.874554596,0.478349265,11.89045618,,,,,,
PT000000,GHG emissions,CH4MA2,0.405804814,1.06516116,0.044483203,0.045253875,0.175461894,0.044745328,0.385058809,,,,,,
PT000000,GHG emissions,CH4BUL,0.024409744,0.009244476,0.00291345,0.008610651,0.00399484,0.001179809,0.02767181,,,,,,
PT000000,GHG emissions,CO2PRL,0.377881434,0.135935236,0.153597536,0.134418893,0.064325617,0.015599295,0.482017927,,,,,,
PT000000,GHG emissions,CO2FTR,1.266751853,0.598497591,0.34021939,0.451768547,0.221509605,0.054108746,1.122279423,,,,,,
PT000000,GHG emissions,CO2FPR,0.24720071,0.068829436,0.083403557,0.121198235,0.043666534,0.013047083,0.236901215,,,,,,
PT000000,GHG emissions,CO2SEL,0.168840599,0.038623439,0.043468136,0.037672056,0.023127181,0.008717185,0.071900701,,,,,,
PT000000,GHG emissions,CO2PPL,0.044078475,0.011323697,0.00925099,0.010603633,0.006248617,0.002131688,0.042155355,,,,,,
PT000000,GHG emissions,CO2BIL,4.880618788,1.86320448,0.595649058,1.699571323,0.797701236,0.234410824,5.521152718,,,,,,
PT000000,GHG emissions,CO2SOL,3.220470267,1.259545939,0.459162684,1.136756604,0.533147095,0.154697397,3.536541543,,,,,,
PT000000,GHG emissions,CO2SQL,4.065127472,1.879432935,1.580137155,1.714882996,0.73209398,0.180765023,0.471849291,,,,,,
PT000000,GHG emissions,CO2HIL,0.394400193,0.174384086,0.08882111,0.126721901,0.067131353,0.018169906,0.427260127,,,,,,
PT000000,GHG emissions,CO2DIC,1.046738885,0.221971578,0.201152997,0.210043455,0.138989585,0.051509661,1.001008844,,,,,,
PT000000,GHG emissions,CO2OFC,0.123304793,0.083611081,0.095310893,0.066877666,0.028555901,0.005439714,0.011461207,,,,,,
PT000000,GHG emissions,CO2ELC,0.125699007,0.085924647,0.09784238,0.068719717,0.029255002,0.005539572,0.010540931,,,,,,
PT000000,GHG emissions,CO2INC,0.337907455,0.084824073,0.073758245,0.077602621,0.04755501,0.016678894,0.307046283,,,,,,
PT000000,GHG emissions,CO2OFA,,0.961267715,,,0.107098158,,,,,,,,
PT000000,GHG emissions,CO2ELA,0.322330047,0.060196894,0.052737445,0.052874183,0.057320591,0.040580194,0.256823725,,,,,,
PT000000,GHG emissions,CO2INA,1.247494466,0.284418518,0.119033858,0.375753358,0.158629103,0.040737701,0.993718743,,,,,,
SE000000,GHG emissions,N2OMA2,0.925480547,0.578010684,0.094598456,0.175913612,0.131848573,0.055187091,0.786356394,,,,,,
SE000000,GHG emissions,N2OAPL,1.756574309,0.109235234,0.060655581,0.102106909,0.135611433,0.068503224,0.929475833,,,,,,
SE000000,GHG emissions,N2OGRC,1.190757376,0.030646655,0.018779622,0.029726801,0.073608116,0.030626851,0.444754108,,,,,,
SE000000,GHG emissions,N2OSYN,1.651848586,0.304859277,0.206329098,0.299397842,0.163029434,0.076469346,1.402021509,,,,,,
SE000000,GHG emissions,N2OHIL,0.005479107,0.011594003,0.001505653,0.008117757,0.002778605,0.001633088,0.072768049,,,,,,
SE000000,GHG emissions,N2OLEL,0.276082579,0.0046128,0.006445424,0.007955605,0.01901013,0.009126632,0.414660732,,,,,,
SE000000,GHG emissions,N2OCRL,0.972796525,0.12464233,0.051318302,0.106693915,0.084496795,0.040826622,0.787163993,,,,,,
SE000000,GHG emissions,N2OAML,0.457348561,0.142386672,0.048059749,0.090128318,0.055029722,0.028056978,0.269348637,,,,,,
SE000000,GHG emissions,N2OPRL,0.464647582,0.145998697,0.102115836,0.154809313,0.058163378,0.026797612,0.597638342,,,,,,
SE000000,GHG emissions,N2OBUL,0.000452357,0.001600797,0.000104243,0.001031146,0.000360064,0.000220065,0.007861904,,,,,,
SE000000,GHG emissions,N2OSOL,0.019964787,0.070220099,0.004489586,0.045658373,0.01595978,0.00979076,0.377099128,,,,,,
SE000000,GHG emissions,CH4EN2,13.65585158,0.15907915,,,0.993363909,0.558091078,11.06028696,,,,,,
SE000000,GHG emissions,CH4MA2,0.906602882,0.687538289,0.031329513,0.046009464,0.158204413,0.08490453,0.262681815,,,,,,
SE000000,GHG emissions,CH4BUL,0.000745761,0.002663626,0.000176509,0.001712262,0.000597582,0.000365254,0.012637902,,,,,,
SE000000,GHG emissions,CO2PRL,0.425857407,0.140218167,0.093552445,0.145288535,0.054727467,0.025504752,0.600876485,,,,,,
SE000000,GHG emissions,CO2FTR,0.179002402,0.284748913,0.081086386,0.210592137,0.070493942,0.039805419,1.207197089,,,,,,
SE000000,GHG emissions,CO2FPR,0.058432063,0.110744358,0.011138785,0.078593564,0.022069522,0.009684928,0.941453818,,,,,,
SE000000,GHG emissions,CO2SEL,0.094386181,0.059589878,0.039118193,0.058662504,0.017389833,0.007899366,0.14897348,,,,,,
SE000000,GHG emissions,CO2PPL,0.010726638,0.005587041,0.002303844,0.00476986,0.001785664,0.000898971,0.024322161,,,,,,
SE000000,GHG emissions,CO2BIL,0.16461173,0.581150728,0.036886322,0.373396653,0.131080857,0.08044547,2.803211529,,,,,,
SE000000,GHG emissions,CO2SOL,0.197083411,0.694045106,0.044357691,0.450812679,0.157601587,0.096676419,3.690713202,,,,,,
SE000000,GHG emissions,CO2SQL,-1.033555605,2.017035683,1.171588758,1.906393737,0.335301123,0.159829435,3.942470289,,,,,,
SE000000,GHG emissions,CO2HIL,0.034376373,0.092366825,0.009500452,0.062198475,0.021408905,0.012772183,0.536167577,,,,,,
SE000000,GHG emissions,CO2DIC,0.524426089,0.244331156,0.148964956,0.235485931,0.077446892,0.034112664,0.688447099,,,,,,
SE000000,GHG emissions,CO2OFC,0.018688203,0.023070742,0.018817441,0.024303949,0.005320509,0.002037546,0.015269453,,,,,,
SE000000,GHG emissions,CO2ELC,0.023773,0.025114967,0.020324184,0.026370419,0.006040188,0.00236718,0.020438005,,,,,,
SE000000,GHG emissions,CO2INC,0.660127297,0.19619354,0.130644526,0.19281862,0.079768498,0.037283615,0.652482751,,,,,,
SE000000,GHG emissions,CO2OFA,,0.688352733,,,0.051729295,,,,,,,,
SE000000,GHG emissions,CO2ELA,0.321482429,0.078830922,0.049831751,0.075156649,0.058970325,0.045060016,0.227082351,,,,,,
SE000000,GHG emissions,CO2INA,1.911551924,0.38170821,0.141432592,0.504399129,0.173127884,0.066421274,0.806459319,,,,,,
FI000000,GHG emissions,N2OMA2,0.508987547,0.209383035,0.060445301,0.109128008,0.060994215,0.029703472,0.536016347,,,,,,
FI000000,GHG emissions,N2OAPL,0.619755755,0.119165308,0.099205327,0.101229083,0.064169979,0.034872142,4.149102585,,,,,,
FI000000,GHG emissions,N2OGRC,0.196178529,0.00412273,0.002581635,0.00443548,0.030622955,0.028027107,0.168659816,,,,,,
FI000000,GHG emissions,N2OSYN,1.509386498,0.499991533,0.285165444,0.399064157,0.186876655,0.099714392,2.249409327,,,,,,
FI000000,GHG emissions,N2OHIL,3.633997258,1.364864895,0.734867406,0.937317422,0.461467209,0.240161692,5.187556064,,,,,,
FI000000,GHG emissions,N2OLEL,0.344899742,0.103120109,0.052559079,0.076692585,0.038052166,0.019038888,0.495794372,,,,,,
FI000000,GHG emissions,N2OCRL,0.313763091,0.105608243,0.043721891,0.091781509,0.040883758,0.022949388,0.789663248,,,,,,
FI000000,GHG emissions,N2OAML,0.217314788,0.071265583,0.038407902,0.068216991,0.026647507,0.013834886,0.178492088,,,,,,
FI000000,GHG emissions,N2OPRL,0.66866894,0.229812737,0.150174896,0.202339623,0.079180117,0.037897108,0.507335873,,,,,,
FI000000,GHG emissions,N2OBUL,0.001811679,0.000909366,0.00023069,0.00090018,0.000245931,0.000107834,0.000931135,,,,,,
FI000000,GHG emissions,N2OSOL,0.14116589,0.061574023,0.022418902,0.058704944,0.017947493,0.008042041,0.056501829,,,,,,
FI000000,GHG emissions,CH4EN2,6.904558197,0.166610211,,,0.569185504,0.38875535,15.54411007,,,,,,
FI000000,GHG emissions,CH4MA2,0.398528353,0.736533777,0.037203186,0.045589455,0.109183534,0.050204991,0.369172614,,,,,,
FI000000,GHG emissions,CH4BUL,0.002772158,0.001425027,0.000298943,0.001400765,0.000381216,0.000168455,0.001497607,,,,,,
FI000000,GHG emissions,CO2PRL,0.618953551,0.212131402,0.136506598,0.187662456,0.073414733,0.035313589,0.486442281,,,,,,
FI000000,GHG emissions,CO2FTR,0.565245313,0.212461058,0.079973791,0.1982313,0.067060195,0.030912717,0.173197831,,,,,,
FI000000,GHG emissions,CO2FPR,0.096994597,0.212571589,0.06976631,0.655314207,0.042736943,0.00402648,0.121257502,,,,,,
FI000000,GHG emissions,CO2SEL,0.08599777,0.025126053,0.019149958,0.018645831,0.009052101,0.004152728,0.125957864,,,,,,
FI000000,GHG emissions,CO2PPL,0.013757817,0.003836075,0.001845569,0.003381503,0.001719327,0.001014351,0.020892595,,,,,,
FI000000,GHG emissions,CO2BIL,0.61468106,0.315018762,0.075008525,0.312218511,0.084235083,0.036820001,0.326239377,,,,,,
FI000000,GHG emissions,CO2SOL,1.520908959,0.653232447,0.255250953,0.611559007,0.191062409,0.085195774,0.577574486,,,,,,
FI000000,GHG emissions,CO2SQL,4.977202558,2.322177821,1.314769771,1.995203281,0.564773266,0.181778597,-0.855750949,,,,,,
FI000000,GHG emissions,CO2HIL,14.53078478,6.687641524,3.598363736,4.597512428,1.702093223,0.642487335,24.0512064,,,,,,
FI000000,GHG emissions,CO2DIC,0.84672225,0.314220369,0.179675107,0.264011571,0.101436402,0.047426725,0.644988744,,,,,,
FI000000,GHG emissions,CO2OFC,0.037298106,0.011160705,0.009143639,0.008278682,0.003936168,0.001779018,0.008522257,,,,,,
FI000000,GHG emissions,CO2ELC,0.044885618,0.013603842,0.010557846,0.010064095,0.004760661,0.002159917,0.016061509,,,,,,
FI000000,GHG emissions,CO2INC,0.697997959,0.238506501,0.130761646,0.186928766,0.078914578,0.036675021,0.766581213,,,,,,
FI000000,GHG emissions,CO2OFA,,0.806365561,,,0.056379022,,,,,,,,
FI000000,GHG emissions,CO2ELA,0.260043871,0.063173014,0.039279757,0.05402758,0.050506838,0.041520947,0.201472066,,,,,,
FI000000,GHG emissions,CO2INA,0.998849304,0.471986534,0.004303804,0.006289893,0.107933139,0.049747705,0.363093012,,,,,,
UK000000,GHG emissions,N2OMA2,0.825317873,0.255753463,0.280641011,0.185712322,0.104616621,0.037958801,0.057797724,,,,,,
UK000000,GHG emissions,N2OAPL,0.597169327,0.088546515,0.064132971,0.094610854,0.098760625,0.060105306,0.632295904,,,,,,
UK000000,GHG emissions,N2OGRC,2.016145871,0.01466719,0.012586626,0.018851018,0.144306916,0.041534181,1.006136795,,,,,,
